"4","Spectrum of Stormy Saturn","Seeing Saturn in different wavelengths gives mission scientists a new and stormy picture of weather on the gas giant. While the view in ultraviolet highlights the stratosphere, the view in infrared shows swirling patterns from rotating cloud bands..."
"4","DNA Project May Reunite Adoptees with their Parents","By MITCH STACY     SARASOTA, Fla. (AP) -- Linda Hammer has helped thousands of adoptees find birth families through her people-finding Web site, weekly radio show and newspaper column..."
"4","Drag-and-drop flaw mars Microsoft's latest update","An independent researcher finds an Internet Explorer vulnerability that could turn drag-and-drop into drag-and-infect."
"4","Report: Consumers tuning in to plasma TVs","Shipments go up, prices go down...with more of the same on the horizon."
"4","'Doom 3' Game Unlikely for Xbox This Year - Id CEO (Reuters)","Reuters - The Xbox version of ""Doom 3,"" the\long-awaited PC video game recently released to wide acclaim,\is not likely to be released in 2004 dealing a blow to\enthusiastic game players who are anxiously awaiting it."
"4","Federal Court Rules for P2P Networks (NewsFactor)","NewsFactor - A federal appeals court has ruled that two peer-to-peer online music-sharing networks, Grokster and StreamCast, are not liable for the illegal swapping of copyrighted music and other entertainment files on their networks."
"4","Apple Recalls 28,000 PowerBook Batteries Due to Overheating Concern (NewsFactor)","NewsFactor - Apple (Nasdaq: AAPL) has issued a warning related to potential problems with the\batteries in some 28,000 of its 15-inch PowerBook G4 laptop computers,\telling customers that the batteries may pose a fire hazard due to\overheating."
"4","Nokia Taps Ex-Coke Exec for Branding Help (NewsFactor)","NewsFactor - On the heels of -- and perhaps in response to -- its recent struggles with declining market share, mobile-handset maker Nokia (NYSE: NOK) has signed former Coca-Cola executive Keith Pardy to head up its branding efforts. Pardy, a 17-year Coke veteran, was vice president of the company's non-cola branding efforts."
"4","Microsoft Gets Good Grades on SP2 (NewsFactor)","NewsFactor - Microsoft's (Nasdaq: MSFT) Service Pack 2 for Windows XP is one of the company's most ambitious operating system updates ever, and -- as expected -- some experts already have discovered security vulnerabilities in the giant patch."
"4","The CRM Money Pit - Part 4 (NewsFactor)","NewsFactor - Over the course of this five-part series, CRM Daily examines areas that tend to develop into financial black holes for companies launching or updating a CRM project."
"4","BlackBerry in Sync with Apple (NewsFactor)","NewsFactor - Information Appliance Associates is offering an application that links the \BlackBerry mobile e-mail platform with Mac OS X, further extending BlackBerry's considerable reach."
"2","Dolphins Ask Williams for  #36;8.6 Million (AP)","AP - The Miami Dolphins have asked Ricky Williams to return  #36;8.6 million they say the running back owes the team because he has decided to retire."
"4","'Doom 3' Game Unlikely for Xbox This Year - Id CEO"," NEW YORK (Reuters) - The Xbox version of ""Doom 3,"" the  long-awaited PC video game recently released to wide acclaim,  is not likely to be released in 2004 dealing a blow to  enthusiastic game players who are anxiously awaiting it."
"2","Reds' Graves Placed on DL With Sore Back (AP)","AP - Cincinnati Reds closer Danny Graves was placed on the 15-day disabled list Friday because of lower back spasms that flared up during his last outing."
"2","Swimming: Phelps Wins Fifth Gold, Seventh Medal"," ATHENS (Reuters) - Michael Phelps clinched his fifth gold  medal and became the first man since Mark Spitz to hold four  individual Olympic swimming titles when he won the 100 meter  butterfly final Friday."
"1","Sadr Militia Still Controls Iraq Shrine -- Witnesses"," NAJAF, Iraq (Reuters) - Shi'ite fighters appeared to be in  control of a holy shrine in Najaf Friday hours after Iraq's  interim government said it had overcome a bloody uprising by  seizing the Imam Ali mosque without a shot being fired."
"1","Vagrant Killings Raise Fears of Brazil Death Squad"," SAO PAULO, Brazil (Reuters) - The beating to death of four  vagrants and the battering of several others in downtown Sao  Paulo have raised suspicions of death squads as crime soars in  this vast South American city, officials said on Friday."
"1","Belgium impounds Ukraine plane","A Nato-chartered Ukrainian cargo plane is detained in Brussels after a court ruling in a financial dispute."
"1","Bush Aide Says White House Is Not Linked to Anti-Kerry Ad","The president's spokesman said the White House had nothing to do with accusations John Kerry lied about his military service."
"1","Kerry Says Bush Ignores 'Average Folks'","CHARLOTTE, N.C. (AP) -- Democratic presidential candidate John Kerry on Friday traced North Carolina's job loss over the past four years to President Bush's fixation on tax cuts for the wealthy and indifference to the needs of everyday Americans."
"4","Online sales continue to rise, up 23.1 from a year ago","While they're still a sliver of overall U.S. retail sales, retail online sales continued to rise in the second quarter of the year to \$15.7 billion, according to figures released today by the U.S. Department of Commerce."
"4","J.D. Edwards users still aren't sold on PeopleSoft's takeover","Based on interviews with J.D. Edwards users and an informal poll conducted by Computerworld, PeopleSoft has yet to win over the new customer base it inherited after buying its former competitor one year ago."
"4","Possible security breach seen at AOL","An AOL user who logged on to check his online financial portfolio was given access to someone else's data and is calling on AOL to correct what he sees as a security breach. AOL acknowledged an ""issue,"" but said corrective action has been taken."
"4","Former Microsoft COO: Intelligence overhaul means crushing 'fiefdoms'","Ending turf battles and ""fiefdoms"" will be as important as IT investments if the U.S. intelligence community is to be successfully overhauled, said Bob Herbold, former executive vice president and COO at Microsoft."
"4","Reports criticize DHS for lack of progress on IT","The GAO and the Department of Homeland Security's inspector general have issued critical reports about IT at the DHS -- a development that calls into question whether a proposed consolidation of U.S. intelligence agencies would lead to the same kinds of problems."
"4","Oracle moves to monthly patching schedule","After coming under criticism for sitting on patches for multiple holes in its database software, Oracle has announced that it will move to a monthly patch release schedule, though it hasn't said when."
"4","New Download.Ject worm variant appears","A new version of the Download.ject worm has begun spreading on the Internet, according to security firm PivX."
"4","Reporter's notebook: HP World users disdain offshore support move","This week's HP World is over, and users at the event had a lot of things on their minds."
"4","Tech industry split in its political donations","Tech industry political action committees and employees from computer and Internet companies have contributed just over \$1.6 million to President George Bush, and almost the same amount to Democratic challenger Sen. John Kerry."
"4","More money for fuel cells","Neah Power Systems, which develops fuel cells for notebooks, raises \$12 million in venture funding."
"1","Phelps Adds New Olympic Triumph (Reuters)","Reuters - American teen-ager Michael Phelps, one\of the superstars of the 2004 Athens Games, added a seventh\medal Friday night to his collection of Olympic keepsakes but\new doping scandals tarnished world sporting's greatest event."
"1","N.S. submariner recalls harrowing experiences in career spent underwater (Canadian Press)","Canadian Press - HALIFAX (CP) - As Sam Jennings started to regain consciousness, he saw the dark smoke billowing through his submarine."
"1","White House Says It Is Not Behind Attack Ads (Reuters)","Reuters - President Bush and a top\adviser have long-standing ties to people behind advertisements\claiming Sen. John Kerry lied about his war record, but the\campaign denied any part in the ads on Friday and criticized\Kerry for ""losing his cool."""
"1","IRS: Rose Owes Nearly \$1M in Unpaid Taxes","MIAMI - Pete Rose is back in trouble with the Internal Revenue Service, which says the baseball great owes nearly \$1 million in unpaid taxes. The IRS filed a federal tax lien in Broward County on Tuesday alleging that baseball's all-time hits king owes \$973,693.28 in back taxes from 1997 to 2002..."
"1","Stocks Edge Higher As Oil Prices Fall","NEW YORK - A welcome slide in oil prices set off a relief rally on Wall Street Friday, with stocks posting a healthy advance as crude approached but then fell back from the \$50 a barrel mark. The major indexes all ended the week higher..."
"3","FCC Issues Rate Freeze for Phone Networks (Reuters)","Reuters - U.S. communications regulators on\Friday issued interim rules that would freeze for six months\the wholesale rates for leasing access to the major U.S. local\telephone networks."
"3","Stocks Jump as Oil Retreats from High"," NEW YORK (Reuters) - U.S. stocks jumped higher on Friday,  as investor worry about high fuel costs crimping consumer  spending and hurting company profits eased after crude oil  prices fell from their peak."
"3","General Growth to Buy Rouse for \$7.2 Bln"," NEW YORK (Reuters) - General Growth Properties Inc. on  Friday said it would buy Rouse Co. for \$7.2 billion, adding  such swank shopping centers as Chicago's Water Tower Place and  Boston's Fanueil Hall to what is already the nation's second  largest mall portfolio."
"3","United Air Raises Fuel Surcharge"," NEW YORK (Reuters) - UAL Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UALAQ.OB target=/stocks/quickinfo/fullquote""&gt;UALAQ.OB&lt;/A&gt; , the parent of  United Airlines, said on Friday it would raise its existing \$10  each-way fuel surcharge by an additional \$5 due to soaring fuel  costs."
"3","SEC Proxy Access Plan Stalled"," WASHINGTON (Reuters) - More than 10 months after moving  boldly to boost the power of U.S. shareholders in choosing  corporate directors, the Securities and Exchange Commission has  become mired in disagreement."
"1","Kerry takes legal action against Vietnam critics (AFP)","AFP - Democratic White House hopeful John Kerry's campaign formally alleged that a group attacking his Vietnam war record had illegal ties to US President George W. Bush's reelection bid."
"3","U.S. Treasury Prices Edge Lower"," NEW YORK (Reuters) - U.S. Treasury prices edged lower on  Friday as oil prices retreated from record highs, but trading  was thin as a dearth of data prompted many investors to take  off for an early weekend."
"4","Briefly: More money for fuel cells","roundup Plus: Linux release features Windows support...Gmail delivered to desktops...Chinadotcom mobile services suspended...Maker of disposable RFID tags gets millions...Mitsubishi expands solar production."
"3","UAL Wins OK for Exclusivity Extension (Reuters)","Reuters - A U.S. bankruptcy court judge on Friday\approved a 30-day exclusivity extension for United Airlines,\giving the carrier another month to file its own reorganization\plan without competing plans from creditors."
"1","Gas stoppage may have caused deadly Belgian blast: TV report (AFP)","AFP - A Belgian gas explosion in which 20 people were killed may have resulted from a combination of a halt in the gas circulation in a pipeline and existing damage to the main, Belgian television said."
"3","UAL Wins OK for Exclusivity Extension"," CHICAGO (Reuters) - A U.S. bankruptcy court judge on Friday  approved a 30-day exclusivity extension for United Airlines,  giving the carrier another month to file its own reorganization  plan without competing plans from creditors."
"2","McGahee Pressures Bills","According to the Associated Press, second-year running back Willis McGahee has asked the Buffalo Bills to trade him if he is not named the starter for opening day."
"4","Briefly: Glitches hit some EarthLink-hosted sites","roundup Plus: More money for fuel cells...Linux release features Windows support...Gmail delivered to desktops."
"4","A chat check list for IT managers","There are hundreds of considerations when selecting and implementing an IM management solution -- from product features and technology to pricing. Still, IM security consultants and vendors agree that the following points apply across the board."
"4","Enterprise IM: Dangerous by default","Organizations frequently pick a corporate-grade IM system -- IBM Lotus Instant Messaging and Web Conferencing, Jabber Messenger, or Microsoft LCS (Live Communications Server), for example -- thinking that internal-only IM is immune from threats."
"4","Reining in public IM","There is no question that IM is entrenched in the enterprise. More than 90 percent of businesses report IM activity, according to Osterman Research. A main reason, as we discovered in ""Getting serious about enterprise IM,"" is the improved productivity and reduced communications costs that IM delivers. What should concern CIOs is that unsanctioned consumer IM networks -- such as those from America Online, ICQ, Microsoft, and Yahoo -- make up 80 percent of corporate IM use today, and the number of users of these unsecured IM networks is growing at a fast clip, according to The Radicati Group. True, public IM networks offer enterprises some protection, such as very basic identity control. But organizations are still exposed to a multitude of security risks, including viruses and breached firewalls."
"2","Kennedy, Kendall Suspended for Brawling (AP)","AP - Colorado Rockies pitcher Joe Kennedy was suspended Friday for five games and Pittsburgh Pirates catcher Jason Kendall four for their parts in a bench-clearing brawl Sunday."
"2","Tennessee May Start Freshman QB in Opener (AP)","AP - Erik Ainge and Brent Schaeffer are trying to accomplish a feat that even Peyton Manning couldn't pull off at Tennessee  #151; start at quarterback in the season-opener as a freshman."
"3","Boeing Sees EU Agreeing to End Launch Aid"," WASHINGTON (Reuters) - A top Boeing Co. official said on  Friday he was optimistic the European Union would agree to end  government aid to develop new aircraft, which has helped its  chief rival Airbus grab more than half of the civil aircraft  market."
"2","Bekele Succeeds Mentor Gebrselassie"," ATHENS (Reuters) - Ethiopian Kenenisa Bekele succeeded his  mentor Haile Gebrselassie as the Olympic 10,000 meters champion  Friday after an astonishing final lap in the longest track  event."
"1","Zimbabwe moves to restrict NGOs","Zimbabwe's government unveils a bill which would ban many human rights groups and charities."
"1","9/11 Commission Formally Disbands","WASHINGTON - The Sept. 11 commission closes down Saturday, but its members plan to continue testifying before Congress and traveling the country to try to get the government to improve homeland security..."
"1","Militia Offers to Cede Control of Shrine","NAJAF, Iraq - A rebel cleric's militiamen kept their guns outside a holy site Friday after issuing a surprise offer to give up control of the Imam Ali Shrine to Shiite Muslim religious leaders, but negotiators wrangled into the night over getting the militants out of the compound.    The removal of weapons and pledge to hand over keys to religious authorities was seen as a big step toward a resolution of the two-week faceoff in Najaf that has killed dozens of people and wounded hundreds in fighting between Muqtada al-Sadr's militia and a joint U.S.-Iraq force..."
"1","Sanofi-Aventis becomes world's third-largest pharmaceutical company (AFP)","AFP - French pharmaceutical group Sanofi-Synthelabo formally announced the birth of Sanofi-Aventis, the world's third-largest pharmaceutical company, ranking number one in Europe."
"2","Team USA Says Labor Woes Won't Affect Cup (AP)","AP - Team USA players promise NHL labor problems that could threaten the upcoming season won't be a distraction at the World Cup of Hockey."
"1","Judge gives lawyers more time to review evidence in Regina election challenge (Canadian Press)","Canadian Press - REGINA (CP) - A judge has given lawyers for former NDP MP Dick Proctor more time to pore over federal voter lists as they try to force a byelection that could, if successful, ultimately shift the balance of power in the House of Commons."
"3","Ex-Enron CEO Seeks Separate Trial"," HOUSTON (Reuters) - Lawyers for former Enron Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ENRNQ.PK target=/stocks/quickinfo/fullquote""&gt;ENRNQ.PK&lt;/A&gt; chief executive Jeffrey Skilling on Friday asked a  federal court to separate his trial from his former boss Ken  Lay's on charges linked to the downfall of the energy company."
"3","Arch Coal: Triton Acquisition Completed"," WASHINGTON (Reuters) - Arch Coal Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ACI.N target=/stocks/quickinfo/fullquote""&gt;ACI.N&lt;/A&gt; said on  Friday it had completed the acquisition of rival Triton Coal  Co. after a U.S. appeals court denied the government's bid to  block the deal."
"1","FCC Puts Hold on Wholesale Phone Rates (AP)","AP - Federal regulators Friday imposed a six-month freeze on the rates regional phone companies may charge their competitors to use networks to provide local service."
"1","Nicaragua, Taiwan open trade talks (AFP)","AFP - Nicaragua and Taiwan opened talks aimed at drafting a free-trade deal by the end of 2005, officials said."
"4","Linux Desktop Needs PC Vendor Support (Ziff Davis)","Ziff Davis - Opinion: If the Linux desktop is ever to be more than a niche player, it needs a hand from PC vendors, including real support from the ones that already claim to back it."
"2","Rose Takes Big Tax Hit","Pete Rose is back in trouble with the Internal Revenue Service, which says the baseball great owes nearly \$1 million in unpaid taxes."
"2","Dolphins Want a Refund From Williams","The Miami Dolphins have asked Ricky Williams to return \$8.6 million they say the running back owes the team because he has decided to retire."
"2","Rain Hampers Play at NEC Invitational","Only 24 players finished the second round at Firestone South, but the forecast was for dry, cool weather the final two days."
"4","Possible security breach seen at AOL","America Online Inc. is acknowledging an ""issue"" that allowed some of its members to gain access to online financial portfolios of other members. But the Internet service provider downplayed the incident, saying no personal identifying information such as usernames or credit card numbers was ever compromised."
"3","Ex-Enron CEO Seeks Separate Trial (Reuters)","Reuters - Lawyers for former Enron Corp.\(ENRNQ.PK) chief executive Jeffrey Skilling on Friday asked a\federal court to separate his trial from his former boss Ken\Lay's on charges linked to the downfall of the energy company."
"2","Moore Reaches U.S. Amateur Semifinals (AP)","AP - Ryan Moore keeps rolling along in the U.S. Amateur, moving into the semifinals with a 3 and 2 victory over Jason Hartwick on Friday at Winged Foot Golf Club."
"3","GM's CEO Pours Cold Water on Gas Tax Hike"," DETROIT (Reuters) - General Motors Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote""&gt;GM.N&lt;/A&gt; on Friday  said Americans had no need to worry about talk of higher  federal gasoline taxes being used to curb their dependency on  foreign oil."
"2","Major League Approves Baseball Channel for TV"," LOS ANGELES (Reuters) - Major League Baseball has approved  the creation of a national cable television channel devoted to  America's favorite pastime, but regular-season games may be  confined to the dugouts for the network's first year, a top  league official said on Friday."
"1","U.S. Arrests Two in Hamas Financing Case"," WASHINGTON (Reuters) - U.S. officials have arrested two men  whom they accuse of funneling money to the Palestinian militant  group Hamas for the past 15 years, the Justice Department said  on Friday."
"1","Chilean Judge Questions Pinochet on Riggs Money"," SANTIAGO, Chile (Reuters) - A Chilean judge has questioned  former dictator Augusto Pinochet about secret U.S. bank  accounts worth up to \$8 million, a member of Pinochet's legal  defense said on Friday."
"1","Agent: Rose Making Payments on Back Taxes","PLANTATION, Fla. - Pete Rose owes almost \$1 million in back federal taxes, but he is making monthly payments on the debt, his representative said Friday..."
"1","Courtney Love Pleads Innocent to Assault","LOS ANGELES - Courtney Love pleaded innocent Friday to a felony assault charge for allegedly attacking a woman with a liquor bottle at her ex-boyfriend's home in April.    The mercurial rocker, wearing a long black dress, was composed in court, responding to Los Angeles Superior Court Commissioner Dennis Mulcahy's questions with ""yes"" or ""no."" Outside, she appeared shaken while talking with reporters..."
"4","Is VoIP just chump change?","AT #38;T Chief David Dorman says he expects VoIP to be a \$2 billion-a-year business, small change for his company."
"2","Major League Approves Baseball Channel for TV (Reuters)","Reuters - Major League Baseball has approved\the creation of a national cable television channel devoted to\America's favorite pastime, but regular-season games may be\confined to the dugouts for the network's first year, a top\league official said on Friday."
"1","Beleaguered CNE hoping for banner summer as others long for days gone by (Canadian Press)","Canadian Press - TORONTO (CP) - Sweet-talking carnies wasted no time launching into their well-rehearsed patter Friday at the opening day of the Canadian National Exhibition, hoping to put the plagues of the previous summer behind them."
"4","Judge Revokes Mine Permit in Florida (AP)","AP - A federal judge Friday revoked a permit to develop a limestone mine amid 6,000 acres of habitat that could be used by the endangered Florida panther."
"3","Court Won't Halt Arch Coal's Triton Bid"," WASHINGTON (Reuters) - Arch Coal Inc &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ACI.N target=/stocks/quickinfo/fullquote""&gt;ACI.N&lt;/A&gt;. on Friday  pressed forward with its acquisition of rival Triton Coal Co.  LLC after a U.S. appeals court denied an emergency request by  antitrust authorities to block the deal."
"1","Fischer fails to halt deportation","A court in Japan rejects former chess champion Bobby Fischer's request to halt \his deportation to the US."
"2","U-Md. Locks Up Friedgen","University of Maryland head football coach Ralph Friedgen signed a contract extension on Friday that will keep him in College Park through 2012."
"3","Intelligence everywhere","If Y2K is remembered for getting companies to buy new hardware and upgrade old software, the latest driver of change, Sarbanes-Oxley, will be remembered for democratizing information and making accountability a companywide responsibility. Its reporting requirements make it mandatory that businesses hold everyone's feet to the fire."
"3","Sun goes down, Empire blows up","Well, I had my second date with Margot last week. It was nice. We attended a seminar on multimodal component interfaces and then went on a romantic stroll around a waste treatment facility. She says the smell of methane calms her nerves. I sure can pick em, cant I?"
"4","Javalobby removes Java specs at Suns request","Javalobby, an online community of Java developers, has removed from its new JDocs documentation Web site several vital Java APIs at the request of Java founder Sun Microsystems, an official with Javalobby said on Friday."
"4","FCC sets interim network-sharing rules","ASHINGTON - The U.S. Federal Communications Commission (FCC) will require incumbent telephone carriers to continue offering parts of their networks to competitors while the commission rewrites those network-sharing rules."
"1","Paes-Bhupathi lose to Ancic-Ljubicic (Reuters)","Reuters - Mario Ancic and Ivan Ljubicic of Croatia beat fifth-seeded Mahesh Bhupathi and Leander Paes of India 7-6 (7-5) 4-6 16-14 in the men's doubles bronze medal match at the Olympic Games on Friday."
"1","NYC Denies All Central Park Rally Permits (AP)","AP - The city's decision to deny a permit to protesters for a rally on Central Park's Great Lawn on the weekend before the Republican National Convention is about preserving the lawn, not suppressing speech, lawyers for the city said in federal court Friday."
"1","Volunteer Links Anti-Kerry Flier to GOP (AP)","AP - A volunteer for John Kerry said Friday he picked up a flier in Bush-Cheney headquarters in Gainesville, Fla., promoting Swift Boat Veterans for Truth, a group the Bush campaign has insisted for weeks it has no connection to."
"3","30 More Days of Exclusivity for UAL OK'd (Reuters)","Reuters - A U.S. bankruptcy court judge on Friday\granted United Airlines another 30 days of exclusivity, giving\it until the end of September to file its own reorganization\plan without competing plans from creditors."
"1","Bombs Prompt Call for U.N. Afghan Pullout (AP)","AP - The bombing of a U.N. election office in Afghanistan that injuring six policemen drew calls from a U.N. union Friday for a withdrawal of staffers from the embattled nation."
"2","Greek Drugs Embarrassment Overshadows Phelps"," ATHENS (Reuters) - Greece was rocked by the threat of being  stripped of an Athens Games medal and the host nation's team  manager offered to quit on Friday, as doping overshadowed  Michael Phelps' drive to be Olympic swimming's top medal  winner."
"1","Pinochet probed on bank accounts","A Chilean judge questions former dictator Augusto Pinochet about secret US bank accounts."
"4","A Sense of Security","An Independent News writer tells of his switch from Windows to a 15-inch PowerBook,:  #147;Two months in, I have a prevailing sense of security and safety. There #146;s been not a sniff of system meltdown. The software and security updates are easy, convenient and (via broadband) fast. The sense of considerable computing power and massive processing going on is very evident, but it feels secure behind the OS X firewall and a router; and all with no need for antivirus software. #148; Aug 20"
"2","After Five Golds, Phelps Bows Out of Relay (AP)","AP - Michael Phelps ended his magnificent Olympics with a magnanimous gesture. He matched Mark Spitz's record of four individual gold medals in the pool, then gave up a coveted spot on the 400-meter medley relay team to Ian Crocker  #151; whom Phelps had just beaten."
"2","Mets' McEwing Probably Lost for Season (AP)","AP - New York Mets infielder Joe McEwing is likely done for the season after breaking a bone in his left leg."
"3","Chain Store Sales Rise in the Latest Week"," NEW YORK (Reuters) - U.S. chain store sales rose in the  week ended December 4, as average sales were generally ahead of  last year, but customer counts were down, a report said on  Tuesday."
"2","Four Tied for Lead at Reno-Tahoe Open (AP)","AP - Scott McCarron made four birdies in 12 holes, moving into a four-way tie for the lead in the second round of the Reno-Tahoe Open on Friday before thunderstorms forced play to be suspended."
"1","Candidate, Party Spending Tops  #36;1 Billion (AP)","AP - Spending by presidential and congressional candidates and the national party committees that support them already tops  #36;1 billion for the 2004 election cycle, with more than two months of campaigning to go."
"1","Kerry, Bush Escalate Battle Over Vietnam Ads (Reuters)","Reuters - Democrat John\Kerry asked the Federal Election Commission on Friday to force\a group accused of collaborating with the Bush campaign to\withdraw ads challenging his service in Vietnam as the\presidential race took a decidedly bitter turn."
"1","Reform Advocates in China Hope for a Birthday Present","The Communist Party is using the 100th anniversary of Deng Xiaoping's birthday to emphasize the urgency of overhauling the one-party political system."
"1","U.S. Now Said to Support Growth for Some West Bank Settlements","The Bush administration, moving to lend support to Prime Minister Ariel Sharon, has approved growth in some Israeli settlements in the West Bank."
"2","Pinsent bids for glory","British rower Matthew Pinsent will be aiming for his fourth Olympic gold when 'Super Saturday' starts in Athens."
"1","India clears cricket team to begin Bangladesh tour (Reuters)","Reuters - India said on Tuesday its national cricket team's Bangladesh tour could begin, after a threat from an Islamic militant group prompted a security review."
"4","Court: Cos. Not Liable for Online Abuses (AP)","AP - In a judicial blow to the entertainment industry, a federal appeals court ruled that makers of two leading file-sharing programs are not legally liable for the songs, movies and other copyright works their users swap online."
"1","Hezbollah-Linked Network Ordered to Comply (AP)","AP - France's highest administrative body on Friday ordered a Lebanese TV network linked to the anti-Israel group Hezbollah to adhere to broadcast regulations or face being banned from French airwaves."
"1","Iranian diplomat, Egyptian charged over assassination plot (AFP)","AFP - Egypt said it has charged an Iranian diplomat and an Egyptian national over a plot to assassinate an unidentified public figure."
"4","Moveon.org subscriber-data leaked through search","Dozens of the political action committee's subscriber pages exposed by simple Google search."
"3","An Oil Shock That Could Be an Economic Stimulus in Disguise","Despite the parallels with the oil shocks of past decades, the impact of the oil spike on the economy is likely to be much less intense than in previous surges."
"3","Reshaping a Reshaper of Landscapes","The Rouse Company, the mall developer that has reshaped the nation's landscape, agreed to be acquired by General Growth Properties for \$7.2 billion in cash."
"4","'Doom 3' Game Unlikely for Xbox This Year - id CEO"," NEW YORK (Reuters) - The Xbox version of ""Doom 3,"" the  long-awaited PC video game recently released to wide acclaim,  is not likely to be released in 2004 dealing a blow to  enthusiastic game players who are anxiously awaiting it."
"4","'Doom 3' Game Unlikely for Xbox This Year - id CEO (Reuters)","Reuters - The Xbox version of ""Doom 3,"" the\long-awaited PC video game recently released to wide acclaim,\is not likely to be released in 2004 dealing a blow to\enthusiastic game players who are anxiously awaiting it."
"1","Sen. Kerry Nearly Matches Bush's Fund-Raising (Reuters)","Reuters - Democratic presidential\contender Sen. John Kerry nearly caught up to President Bush's\record-breaking fund-raising efforts by taking in  #36;233.5\million, his campaign said on Friday, just behind the\incumbent's  #36;242 million."
"4","Check your marital status","Plenty of spouses would probably sometimes like to forget their nuptials, but a spate of South African single woman were recently in for the shock of their lives when they discovered that they were in fact married. This prompted the country's department of Home Affairs to launch a marital status awareness campaign, in order to clamp down on the illegal marriages."
"1","Bearhug Politics: Careful Steps to a New Bush-McCain Alliance","George W. Bush and John McCain's bearhug and smooch on the campaign trail last week was one of the odder embraces in politics in a long while."
"4","Google Faces Challenge of Public Company Status (washingtonpost.com)","washingtonpost.com - Your name is synonymous with searching the Internet, and you've just raised roughly  #36;1.7 billion from investors by going public. What are you going to do now?"
"2","Athletics Pound Devil Rays 9-5 (AP)","AP - Eric Chavez homered twice and Bobby Crosby went 3-for-5 with a home run to break out of a length slump as the AL West-leading Oakland Athletics beat the Tampa Bay Devil Rays 9-5 Friday night."
"1","Dutch Clear Van Gogh Slay Suspects (AP)","AP - Six men arrested following the slaying of filmmaker Theo van Gogh are no longer suspects in the killing, but still face charges for belonging to a terrorist group, authorities said Tuesday."
"4","Google Faces Challenge of Public Company Status","Your name is synonymous with searching the Internet, and you've just raised roughly \$1.7 billion from investors by going public. What are you going to do now?"
"2","Schilling Shines As Red Sox Rout White Sox (AP)","AP - Curt Schilling allowed three hits in seven shutout innings for his 15th win and Manny Ramirez hit a grand slam to lead the Boston Red Sox over the Chicago White Sox 10-1 Friday night."
"1","GI Jenkins Said Willing to Face U.S. Tribunal -Media (Reuters)","Reuters - A U.S. Army sergeant accused of deserting\to North Korea in 1965 and now hospitalized in Japan is willing\to appear before the U.S. military in Japan for a plea bargain,\Japanese media reports said on Saturday."
"1","Clashes Slow as Cleric's Grip on Mosque Seems to Slip","Moktada al-Sadr, the rebel Shiite cleric, still retained control of a Najaf shrine, though there were signs his grip might be weakening."
